"FOLD","Amicus Therapeuti",5.72,5.63,-0.16,"11/7/2014","4:00pm"
"AMKR","Amkor Technology,",6.39,6.48,-0.14,"11/7/2014","4:00pm"
"AMPH","Amphastar Pharmac",10.09,10.12,-0.08,"11/7/2014","4:00pm"
"AMSG","Amsurg Corp.",51.50,51.38,+0.16,"11/7/2014","4:00pm"
"AMSGP","Amsurg Corp.",107.96,N/A,-0.24,"11/7/2014","3:59pm"
"ASYS","Amtech Systems, I",10.28,10.03,+0.34,"11/7/2014","4:00pm"
"AFSI","AmTrust Financial",49.89,50.40,-0.58,"11/7/2014","4:00pm"
"AMRS","Amyris, Inc.",2.87,2.85,-0.01,"11/7/2014","4:00pm"
"ANAC","Anacor Pharmaceut",28.60,28.43,-0.57,"11/7/2014","4:00pm"
"ANAD","ANADIGICS, Inc.",0.772,0.79,-0.008,"11/7/2014","4:00pm"
"ADI","Analog Devices, I",50.24,50.40,+0.02,"11/7/2014","4:00pm"
"ALOG","Analogic Corporat",73.00,73.50,-0.35,"11/7/2014","4:00pm"
"ANCB","Anchor Bancorp",20.60,20.08,0.00,"11/3/2014","3:43pm"
"ABCW","Anchor BanCorp Wi",31.25,31.00,+0.05,"11/7/2014","11:11am"
"AMCF","Andatee China Mar",2.00,1.95,-0.0301,"11/7/2014","3:58pm"
"ANGI","Angie's List, Inc",6.61,6.44,+0.16,"11/7/2014","4:00pm"
"ANGO","AngioDynamics, In",16.95,16.82,+0.10,"11/7/2014","4:00pm"
"ANIP","ANI Pharmaceutica",46.00,44.87,+1.21,"11/7/2014","4:00pm"
"ANIK","Anika Therapeutic",40.04,40.78,-0.86,"11/7/2014","4:00pm"
"ANSS","ANSYS, Inc.",79.55,78.17,+1.145,"11/7/2014","4:00pm"
"ATRS","Antares Pharma, I",2.17,2.15,+0.02,"11/7/2014","4:00pm"
"ANTH","Anthera Pharmaceu",1.84,1.83,-0.02,"11/7/2014","3:59pm"
"ABAC","Aoxin Tianli Grou",2.1899,2.25,-0.0901,"11/7/2014","3:59pm"
"APAGF","Apco Oil and Gas ",14.13,14.25,-0.12,"11/7/2014","4:00pm"
"ATNY","API Technologies ",2.04,2.07,-0.07,"11/7/2014","4:00pm"
"APOG","Apogee Enterprise",43.98,43.74,+0.17,"11/7/2014","4:00pm"
"APOL","Apollo Education ",29.44,28.94,+0.52,"11/7/2014","4:00pm"
"AINV","Apollo Investment",8.31,8.23,+0.16,"11/7/2014","4:00pm"
"AAPL","Apple Inc.",109.01,108.72,+0.31,"11/7/2014","4:00pm"
"ARCI","Appliance Recycli",2.89,2.89,0.00,"11/7/2014","3:59pm"
"AGTC","Applied Genetic T",26.20,21.54,+4.52,"11/7/2014","3:59pm"
"AMAT","Applied Materials",22.43,22.65,-0.16,"11/7/2014","4:00pm"
"AMCC","Applied Micro Cir",6.46,6.62,-0.14,"11/7/2014","4:00pm"
"AAOI","Applied Optoelect",15.73,15.93,-0.22,"11/7/2014","4:00pm"
"AREX","Approach Resource",10.73,8.83,+1.88,"11/7/2014","4:00pm"
"APRI","Apricus Bioscienc",1.48,1.50,-0.05,"11/7/2014","4:00pm"
"APTO","Aptose Bioscience",7.40,7.44,+0.154,"11/7/2014","3:46pm"
"AQU","Aquasition Corp.",7.07,N/A,0.00,"10/21/2014","9:33am"
"AQXP","Aquinox Pharmaceu",7.115,7.07,+0.105,"11/7/2014","3:50pm"
"AUMA","AR Capital Acquis",9.40,N/A,0.00,"11/6/2014","2:49pm"
"AUMAU","AR Capital Acquis",9.86,9.72,+0.01,"11/7/2014","3:57pm"
"AUMAW","AR Capital Acquis",0.35,N/A,0.00,"11/5/2014","3:44pm"
"ARDM","Aradigm Corporati",7.60,7.63,-0.02,"11/7/2014","3:59pm"
"PETX","Aratana Therapeut",11.16,11.35,-0.18,"11/7/2014","4:00pm"
"ARCW","ARC Group Worldwi",12.71,13.12,-0.61,"11/7/2014","4:00pm"
"ABIO","ARCA biopharma, I",1.02,1.06,-0.02,"11/7/2014","3:59pm"
"ARCB","ArcBest Corporati",42.40,42.89,-0.48,"11/7/2014","4:00pm"
"ACGL","Arch Capital Grou",57.48,57.16,+0.40,"11/7/2014","4:00pm"
"ACAT","Arctic Cat Inc.",33.86,33.66,+0.21,"11/7/2014","4:00pm"
"ARDX","Ardelyx, Inc.",23.49,24.01,-0.52,"11/7/2014","4:00pm"
"ARNA","Arena Pharmaceuti",4.26,4.25,+0.01,"11/7/2014","4:00pm"
"ARCC","Ares Capital Corp",16.29,16.30,+0.16,"11/7/2014","4:00pm"
"AGII","Argo Group Intern",55.39,55.59,-0.21,"11/7/2014","4:00pm"
"AGIIL","Argo Group Intern",24.54,24.52,+0.02,"11/7/2014","3:57pm"
"ARGS","Argos Therapeutic",8.48,8.62,-0.21,"11/7/2014","4:00pm"
"ARIS","ARI Network Servi",3.235,3.22,+0.165,"11/7/2014","3:59pm"
"ARIA","ARIAD Pharmaceuti",6.08,5.99,+0.06,"11/7/2014","4:00pm"
"ARKR","Ark Restaurants C",21.85,21.81,+0.05,"11/7/2014","3:19pm"
"ARMH","ARM Holdings plc",41.44,41.95,-0.94,"11/7/2014","4:00pm"
"ARTX","Arotech Corporati",2.92,2.97,-0.03,"11/7/2014","4:00pm"
"ARQL","ArQule, Inc.",1.06,1.08,-0.02,"11/7/2014","4:00pm"
"ARRY","Array BioPharma I",3.88,3.86,+0.02,"11/7/2014","4:00pm"
"ARRS","ARRIS Group, Inc.",30.84,30.44,+0.35,"11/7/2014","4:00pm"
"DWAT","Arrow DWA Tactica",10.25,10.24,-0.02,"11/7/2014","3:58pm"
"AROW","Arrow Financial C",27.37,27.37,-0.24,"11/7/2014","4:00pm"
"ARWR","Arrowhead Researc",6.06,6.25,-0.245,"11/7/2014","4:00pm"
"ARTNA","Artesian Resource",22.40,22.44,+0.06,"11/7/2014","4:00pm"
"ARTW","Art's-Way Manufac",5.4101,5.47,-0.0499,"11/7/2014","3:59pm"
"ARUN","Aruba Networks, I",21.11,21.05,-0.04,"11/7/2014","4:00pm"
"ASBB","ASB Bancorp, Inc.",19.925,20.10,0.00,"11/6/2014","3:49pm"
"ASNA","Ascena Retail Gro",12.42,12.40,-0.08,"11/7/2014","4:00pm"
"ASCMA","Ascent Capital Gr",62.48,62.36,-0.19,"11/7/2014","4:00pm"
"ASTI","Ascent Solar Tech",1.98,1.86,+0.10,"11/7/2014","4:00pm"
"APWC","Asia Pacific Wire",2.53,2.53,+0.02,"11/7/2014","12:30pm"
"ASMI","ASM International",41.20,41.33,-0.20,"11/7/2014","3:56pm"
"ASML","ASML Holding N.V.",99.77,100.12,-2.05,"11/7/2014","4:00pm"
"AZPN","Aspen Technology,",37.59,37.69,-0.10,"11/7/2014","4:00pm"
"ASMB","Assembly Bioscien",8.16,8.01,+0.16,"11/7/2014","4:00pm"
"ASBC","Associated Banc-C",19.025,19.02,+0.04,"11/7/2014","4:00pm"
"ASBCW","Associated Banc-C",2.87,2.85,+0.12,"11/7/2014","12:07pm"
"ASFI","Asta Funding, Inc",8.48,8.46,+0.04,"11/7/2014","3:42pm"
"ATEA","Astea Internation",2.05,1.90,+0.07,"11/7/2014","3:59pm"
"ASTE","Astec Industries,",38.90,38.28,+0.53,"11/7/2014","4:00pm"
"ALOT","Astro-Med, Inc.",13.79,13.79,+0.07,"11/7/2014","10:23am"
"ATRO","Astronics Corpora",52.92,53.97,-1.03,"11/7/2014","4:00pm"
"ASTC","Astrotech Corpora",2.82,2.90,-0.06,"11/7/2014","3:58pm"
"ASUR","Asure Software In",5.07,5.07,-0.08,"11/7/2014","2:55pm"
"ATAI","ATA Inc.",4.13,4.10,-0.05,"11/7/2014","3:07pm"
"ATRA","Atara Biotherapeu",28.75,24.75,+3.95,"11/7/2014","4:00pm"
"ATHN","athenahealth, Inc",123.82,124.90,-1.94,"11/7/2014","4:00pm"
"AFCB","Athens Bancshares",26.5001,23.25,+3.9901,"11/7/2014","3:59pm"
"ATHX","Athersys, Inc.",1.53,1.55,-0.04,"11/7/2014","4:00pm"
"AAME","Atlantic American",3.72,N/A,0.00,"11/6/2014","3:50pm"
"ACFC","Atlantic Coast Fi",4.07,4.15,-0.09,"11/7/2014","3:59pm"
"ATNI","Atlantic Tele-Net",70.39,69.43,+1.10,"11/7/2014","4:00pm"
"ATLC","Atlanticus Holdin",1.20,N/A,+0.02,"11/7/2014","10:28am"
"AAWW","Atlas Air Worldwi",41.69,41.44,+0.79,"11/7/2014","4:00pm"
"AFH","Atlas Financial H",14.37,14.31,+0.01,"11/7/2014","4:00pm"
"ATML","Atmel Corporation",7.44,7.30,+0.15,"11/7/2014","4:00pm"
"ATOS","Atossa Genetics I",0.98,1.00,-0.03,"11/7/2014","4:00pm"
"ATRC","AtriCure, Inc.",16.86,16.87,+0.01,"11/7/2014","4:00pm"
"ATRI","ATRION Corporatio",334.99,330.00,+1.99,"11/7/2014","4:00pm"
"ATTU","Attunity Ltd.",8.86,8.89,-0.03,"11/7/2014","4:00pm"
"AUBN","Auburn National B",23.58,N/A,-0.3999,"11/7/2014","9:56am"
