"ATEA","Astea Internation",2.2001,1.73,+0.5802,"11/5/2014","2:37pm"
"ASTE","Astec Industries,",38.02,37.90,+0.44,"11/5/2014","2:31pm"
"ALOT","Astro-Med, Inc.",13.256,13.67,-0.294,"11/5/2014","2:02pm"
"ATRO","Astronics Corpora",52.414,50.76,+1.934,"11/5/2014","2:36pm"
"ASTC","Astrotech Corpora",2.77,2.74,+0.07,"11/5/2014","2:36pm"
"ASUR","Asure Software In",5.18,5.18,0.00,"11/4/2014","3:18pm"
"ATAI","ATA Inc.",4.13,4.00,+0.09,"11/5/2014","2:05pm"
"ATRA","Atara Biotherapeu",25.355,24.28,+1.405,"11/5/2014","2:33pm"
"ATHN","athenahealth, Inc",123.90,123.86,+0.70,"11/5/2014","2:36pm"
"AFCB","Athens Bancshares",21.32,N/A,0.00,"10/20/2014","8:30am"
"ATHX","Athersys, Inc.",1.55,1.58,-0.01,"11/5/2014","2:32pm"
"AAME","Atlantic American",3.74,3.77,-0.01,"11/5/2014","1:58pm"
"ACFC","Atlantic Coast Fi",4.18,4.18,+0.02,"11/5/2014","9:30am"
"ATNI","Atlantic Tele-Net",69.62,69.98,-0.21,"11/5/2014","2:37pm"
"ATLC","Atlanticus Holdin",1.19,1.25,-0.0701,"11/5/2014","2:13pm"
"AAWW","Atlas Air Worldwi",37.04,37.65,-0.18,"11/5/2014","2:36pm"
"AFH","Atlas Financial H",14.61,14.69,+0.02,"11/5/2014","2:36pm"
"ATML","Atmel Corporation",7.315,7.40,-0.005,"11/5/2014","2:37pm"
"ATOS","Atossa Genetics I",1.07,1.08,+0.03,"11/5/2014","2:16pm"
"ATRC","AtriCure, Inc.",16.53,17.11,-0.44,"11/5/2014","2:37pm"
"ATRI","ATRION Corporatio",330.00,333.99,-2.36,"11/5/2014","2:22pm"
"ATTU","Attunity Ltd.",8.95,9.17,-0.04,"11/5/2014","2:35pm"
"AUBN","Auburn National B",23.9799,N/A,+0.4799,"11/5/2014","12:36pm"
"ADNC","Audience, Inc.",3.87,3.94,+0.10,"11/5/2014","2:36pm"
"AUDC","AudioCodes Ltd.",4.91,4.96,-0.01,"11/5/2014","2:27pm"
"AUPH","Aurinia Pharmaceu",3.80,3.81,+0.20,"11/5/2014","1:58pm"
"EARS","Auris Medical Hol",4.55,4.64,+0.19,"11/5/2014","1:28pm"
"ASPX","Auspex Pharmaceut",26.68,26.89,+0.04,"11/5/2014","2:37pm"
"ADAT","Authentidate Hold",0.835,0.85,+0.01,"11/5/2014","1:52pm"
"ABTL","Autobytel Inc.",9.31,9.61,-0.26,"11/5/2014","2:37pm"
"ADSK","Autodesk, Inc.",58.21,58.46,-0.03,"11/5/2014","2:37pm"
"ADP","Automatic Data Pr",83.9558,83.78,+0.8058,"11/5/2014","2:37pm"
"AUXL","Auxilium Pharmace",32.745,32.64,+0.165,"11/5/2014","2:37pm"
"AVGO","Avago Technologie",86.33,85.79,+0.97,"11/5/2014","2:37pm"
"AAVL","Avalanche Biotech",35.07,36.57,-1.32,"11/5/2014","2:37pm"
"AVNR","Avanir Pharmaceut",12.96,N/A,-0.45,"11/5/2014","2:37pm"
"AVEO","AVEO Pharmaceutic",0.9424,0.95,-0.0176,"11/5/2014","2:29pm"
"AVNW","Aviat Networks, I",1.44,1.35,+0.07,"11/5/2014","2:32pm"
"CAR","Avis Budget Group",56.78,55.98,+1.34,"11/5/2014","2:37pm"
"AWRE","Aware, Inc.",4.32,4.33,+0.02,"11/5/2014","2:25pm"
"ACLS","Axcelis Technolog",2.26,2.20,+0.09,"11/5/2014","2:37pm"
"AXPW","Axion Power Inter",1.39,1.61,-0.22,"11/5/2014","2:37pm"
"AXPWW","Axion Power Inter",0.50,0.50,-0.01,"11/5/2014","12:08pm"
"AXGN","AxoGen, Inc.",2.75,2.75,+0.09,"11/5/2014","12:47pm"
"AXTI","AXT Inc",2.44,2.47,-0.01,"11/5/2014","2:37pm"
"BCOM","B Communications ",19.93,19.69,-0.02,"11/5/2014","10:57am"
"BOSC","B.O.S. Better Onl",3.985,3.95,+0.025,"11/5/2014","2:25pm"
"BEAV","B/E Aerospace, In",73.70,74.68,-0.31,"11/5/2014","2:37pm"
"BIDU","Baidu, Inc.",237.80,244.00,-4.16,"11/5/2014","2:37pm"
"BCPC","Balchem Corporati",63.215,63.52,+0.185,"11/5/2014","2:36pm"
"BWINA","Baldwin & Lyons, ",23.90,N/A,-0.70,"11/5/2014","1:06pm"
"BWINB","Baldwin & Lyons, ",25.99,27.06,-0.81,"11/5/2014","2:20pm"
"BLDP","Ballard Power Sys",2.765,2.90,-0.085,"11/5/2014","2:37pm"
"BANF","BancFirst Corpora",65.75,65.55,+0.50,"11/5/2014","2:12pm"
"BANFP","BancFirst Corpora",27.77,N/A,0.00,"11/4/2014","3:52pm"
"BKMU","Bank Mutual Corpo",6.58,6.63,+0.01,"11/5/2014","2:30pm"
"BOCH","Bank of Commerce ",6.04,6.04,+0.08,"11/5/2014","2:35pm"
"BMRC","Bank of Marin Ban",49.44,49.21,+0.62,"11/5/2014","2:12pm"
"BKSC","Bank of South Car",14.75,15.14,-0.07,"11/5/2014","2:12pm"
"BOTJ","Bank of the James",10.40,10.39,+0.12,"11/5/2014","9:41am"
"OZRK","Bank of the Ozark",35.15,35.23,+0.20,"11/5/2014","2:35pm"
"BFIN","BankFinancial Cor",11.66,11.71,+0.01,"11/5/2014","2:27pm"
"BWFG","Bankwell Financia",18.9101,19.01,+0.1501,"11/5/2014","12:22pm"
"BANR","Banner Corporatio",43.33,43.61,+0.13,"11/5/2014","2:33pm"
"TAPR","Barclays PLC",40.98,N/A,0.00,"11/4/2014","3:44pm"
"BBSI","Barrett Business ",22.89,23.91,-0.87,"11/5/2014","2:37pm"
"BSET","Bassett Furniture",18.10,18.00,+0.11,"11/5/2014","2:37pm"
"BAXS","Baxano Surgical, ",0.2288,0.24,+0.0065,"11/5/2014","2:35pm"
"BYBK","Bay Bancorp, Inc.",4.79,4.55,+0.24,"11/5/2014","1:16pm"
"BYLK","Baylake Corp",11.8799,11.80,+0.0599,"11/5/2014","1:58pm"
"BV","Bazaarvoice, Inc.",7.41,7.51,-0.05,"11/5/2014","2:35pm"
"BBCN","BBCN Bancorp, Inc",14.15,14.04,+0.16,"11/5/2014","2:37pm"
"BCBP","BCB Bancorp, Inc.",12.50,N/A,0.00,"11/4/2014","4:00pm"
"BDCV","BDCA Venture, Inc",5.08,5.05,+0.13,"11/5/2014","2:20pm"
"BECN","Beacon Roofing Su",28.65,28.09,+0.71,"11/5/2014","2:37pm"
"BSF","Bear State Financ",9.1349,N/A,+0.1249,"11/5/2014","12:59pm"
"BBGI","Beasley Broadcast",4.58,4.75,-0.13,"11/5/2014","2:26pm"
